"BHK","Rent","Size","Current_floor","Total_floor","Area_type","Area_locality","City","Furnishing_status","Tenant_preferred","Bathroom","Contact"
2,85000,850,1,8,"Carpet","Bandra West","Mumbai","Furnished","Bachelors",2,"Agent"
4,600000,2500,12,13,"Carpet","Mount Marry, Bandra West","Mumbai","Semi-Furnished","Bachelors/Family",4,"Agent"
3,150000,2000,6,7,"Carpet","Saraswati Sadan, Parel","Mumbai","Furnished","Bachelors/Family",3,"Agent"
3,130000,1330,11,51,"Carpet","Oberoi Esquire, Goregaon East","Mumbai","Semi-Furnished","Bachelors/Family",4,"Agent"
3,55000,950,2,12,"Carpet","Srishti Complex","Mumbai","Unfurnished","Bachelors/Family",3,"Agent"
1,23000,435,9,22,"Carpet","Kandivali West","Mumbai","Semi-Furnished","Bachelors",2,"Agent"
3,95000,1300,8,16,"Carpet","Bharat Ark, Andheri West","Mumbai","Semi-Furnished","Bachelors",4,"Agent"
2,40000,650,0,4,"Super","Andheri West","Mumbai","Unfurnished","Bachelors/Family",2,"Owner"
3,180000,1550,22,24,"Carpet","Lower Parel","Mumbai","Semi-Furnished","Bachelors/Family",3,"Agent"
1,25000,380,3,4,"Carpet","Irla","Mumbai","Semi-Furnished","Bachelors/Family",1,"Agent"
4,140000,1454,7,14,"Carpet","Central Avenue Road","Mumbai","Unfurnished","Bachelors/Family",4,"Agent"
2,55000,860,9,20,"Carpet","K Raheja Maple Leaf, Powai","Mumbai","Semi-Furnished","Family",2,"Agent"
2,46000,680,4,7,"Carpet","Trans Residency, Andheri East","Mumbai","Semi-Furnished","Bachelors/Family",2,"Agent"
1,22000,433,2,7,"Carpet","Highway Park Apartment, Kandivali East","Mumbai","Unfurnished","Bachelors",2,"Agent"
2,55100,710,10,22,"Carpet","Shapoorji Pallonji Vicinia, Chandivali","Mumbai","Semi-Furnished","Bachelors/Family",2,"Agent"
2,65000,700,5,7,"Carpet","Mahim","Mumbai","Furnished","Bachelors",2,"Agent"
1,33000,550,0,4,"Carpet","Supreme Divine Light CHS, Chakala","Mumbai","Unfurnished","Bachelors/Family",1,"Agent"
4,320000,2700,10,12,"Carpet","Bandra West","Mumbai","Semi-Furnished","Bachelors/Family",5,"Agent"
1,33000,350,0,5,"Super","Andheri West","Mumbai","Unfurnished","Bachelors/Family",1,"Owner"
1,25000,490,7,8,"Super","Bhandup East","Mumbai","Semi-Furnished","Bachelors/Family",1,"Owner"
3,300000,1225,5,13,"Carpet","Mount Marry, Mount Mary","Mumbai","Furnished","Bachelors/Family",3,"Agent"
3,100000,1286,7,21,"Carpet","Lodha Bel Air, Jogeshwari West","Mumbai","Unfurnished","Bachelors/Family",5,"Agent"
1,33000,425,5,7,"Carpet","Collector Colony","Mumbai","Unfurnished","Bachelors/Family",2,"Agent"
2,35000,550,7,7,"Carpet","90 ft road","Mumbai","Semi-Furnished","Bachelors",2,"Agent"
3,130000,1224,14,21,"Carpet","Mumbai Central","Mumbai","Unfurnished","Family",3,"Agent"
3,80000,950,17,25,"Carpet","Byculla West","Mumbai","Unfurnished","Bachelors/Family",3,"Agent"
1,10000,425,9,14,"Carpet","Nicon Infinity, Vasai East","Mumbai","Semi-Furnished","Bachelors",2,"Owner"
3,92500,1000,6,7,"Carpet","Rustomjee Central Park, Chakala","Mumbai","Furnished","Bachelors/Family",3,"Agent"
2,57000,710,15,18,"Carpet","Ajmera Bhakti Park, Bhakti Park","Mumbai","Semi-Furnished","Bachelors/Family",2,"Agent"
3,170000,1300,5,8,"Carpet","Bandra West","Mumbai","Semi-Furnished","Bachelors/Family",3,"Agent"
1,29999,433,8,20,"Carpet","Altavista, Sion Trombay Road","Mumbai","Semi-Furnished","Bachelors/Family",2,"Agent"
2,42000,650,8,15,"Carpet","Kings Circle","Mumbai","Furnished","Bachelors",2,"Agent"
3,330000,1650,8,27,"Carpet","buena vista","Mumbai","Furnished","Bachelors",4,"Agent"
2,24000,600,1,5,"Super","Mulund West","Mumbai","Semi-Furnished","Bachelors/Family",1,"Owner"
2,35000,850,3,6,"Super","Malad West","Mumbai","Semi-Furnished","Family",2,"Owner"
1,14000,305,6,24,"Carpet","Kandivali West","Mumbai","Unfurnished","Bachelors",1,"Agent"
2,45000,490,2,3,"Carpet","Gandhi Market","Mumbai","Furnished","Bachelors/Family",2,"Agent"
2,36000,690,4,8,"Carpet","Mulund West","Mumbai","Semi-Furnished","Bachelors",2,"Agent"
2,53500,635,17,20,"Carpet","Nahar Jonquille and Jamaica, Chandivali","Mumbai","Unfurnished","Bachelors/Family",2,"Agent"
3,80000,1100,18,22,"Carpet","Nahar Amrit Shakti powai, Chandivali","Mumbai","Furnished","Bachelors/Family",2,"Agent"
1,7500,250,1,7,"Super","Chinmay Gaurang Infrastructure Old Panvel","Mumbai","Unfurnished","Bachelors/Family",1,"Owner"
3,140000,1200,9,30,"Carpet","Worli Sea Face","Mumbai","Furnished","Bachelors/Family",3,"Agent"
2,95000,750,2,7,"Carpet","Queens Palace, Bandra West","Mumbai","Unfurnished","Bachelors",2,"Agent"
3,130000,1100,3,8,"Carpet","Khar West","Mumbai","Furnished","Bachelors/Family",3,"Agent"
2,45000,700,4,7,"Carpet","Bindra Complex , Andheri East","Mumbai","Semi-Furnished","Bachelors/Family",2,"Agent"
2,110000,1150,11,26,"Carpet","Ivory Tower, Prabhadevi","Mumbai","Unfurnished","Bachelors/Family",2,"Agent"
3,120000,1379,17,27,"Carpet","Parmanand Wadi","Mumbai","Unfurnished","Bachelors/Family",3,"Agent"
1,60000,500,9,10,"Carpet","Vaibhav Apartments, Dadar West","Mumbai","Furnished","Bachelors/Family",1,"Agent"
3,120000,1400,10,32,"Super","Avarsekar Heights, Worli","Mumbai","Unfurnished","Bachelors/Family",3,"Agent"
1,40000,390,4,12,"Carpet","Parel","Mumbai","Unfurnished","Bachelors/Family",1,"Agent"
2,50000,935,2,6,"Super","Andheri West","Mumbai","Furnished","Bachelors/Family",2,"Owner"
2,36000,535,12,16,"Carpet","Ghatkopar West","Mumbai","Unfurnished","Bachelors/Family",2,"Agent"
3,150000,1250,6,12,"Carpet","Bandra West","Mumbai","Semi-Furnished","Bachelors/Family",3,"Agent"
4,230000,3700,5,20,"Carpet","Lake Superior, Powai","Mumbai","Furnished","Bachelors/Family",4,"Agent"
1,25000,350,10,24,"Carpet","Lower Parel","Mumbai","Unfurnished","Bachelors",2,"Agent"
3,190000,1350,65,76,"Carpet","Lodha Marquise, Worli","Mumbai","Semi-Furnished","Family",4,"Agent"
3,61000,1550,5,20,"Carpet","Lovedale Residences, Malad West","Mumbai","Semi-Furnished","Bachelors/Family",3,"Owner"
3,70000,1100,7,10,"Carpet","Kohinoor City Phase II, Holly Cross Church Chowk","Mumbai","Furnished","Bachelors/Family",3,"Agent"
3,42000,950,5,7,"Carpet","Mulund East","Mumbai","Unfurnished","Bachelors/Family",3,"Agent"
1,27000,400,1,7,"Carpet","Govandi Station Road","Mumbai","Unfurnished","Bachelors/Family",1,"Agent"
2,60000,700,3,4,"Carpet","Irla","Mumbai","Furnished","Bachelors",2,"Agent"
3,85000,850,3,4,"Super","Sion East","Mumbai","Furnished","Bachelors/Family",2,"Owner"
2,75000,900,7,9,"Carpet","Marine Palace, Marine Lines","Mumbai","Furnished","Bachelors/Family",2,"Agent"
3,200000,1208,5,14,"Carpet","Khar West","Mumbai","Unfurnished","Bachelors",3,"Agent"
3,170000,1150,8,12,"Carpet","Bandra West","Mumbai","Semi-Furnished","Bachelors/Family",3,"Agent"
3,180000,1600,17,60,"Carpet","Island City Centre, Dadar TT Circle","Mumbai","Semi-Furnished","Bachelors/Family",4,"Agent"
2,55000,700,10,11,"Carpet","Shiv Bhagtani Manor 3A, Powai","Mumbai","Furnished","Bachelors/Family",2,"Agent"
5,600000,3200,10,16,"Carpet","Bandra East","Mumbai","Semi-Furnished","Bachelors/Family",5,"Agent"
1,18000,330,20,22,"Super","Antop Hill","Mumbai","Unfurnished","Bachelors/Family",1,"Owner"
1,19000,225,18,25,"Super","Worli","Mumbai","Unfurnished","Bachelors/Family",1,"Owner"
3,150000,1050,5,7,"Carpet","JVPD Scheme","Mumbai","Furnished","Bachelors/Family",3,"Agent"
1,18500,225,4,7,"Carpet","Lower Parel","Mumbai","Semi-Furnished","Bachelors",1,"Agent"
1,35000,463,5,7,"Carpet","Rambaug","Mumbai","Furnished","Bachelors/Family",2,"Agent"
4,200000,1900,5,11,"Carpet","Dheeraj Insignia Apartment, Bandra Kurla Complex","Mumbai","Furnished","Bachelors/Family",3,"Agent"
2,150000,1500,15,17,"Super","Agripada","Mumbai","Furnished","Bachelors/Family",4,"Owner"
2,70000,1000,15,23,"Carpet","Lake Primrose, Chandivali","Mumbai","Semi-Furnished","Bachelors/Family",2,"Agent"
1,35000,450,6,10,"Carpet","Borivali West","Mumbai","Semi-Furnished","Bachelors",2,"Agent"
2,45000,700,5,17,"Carpet","Goregaon West","Mumbai","Unfurnished","Bachelors",2,"Owner"
1,30000,355,2,7,"Carpet","Chembur East","Mumbai","Unfurnished","Bachelors/Family",1,"Owner"
3,50000,1325,3,28,"Carpet","Challenger Tower, Thakur Village, Kandivali East","Mumbai","Furnished","Bachelors/Family",3,"Agent"
2,50000,950,4,8,"Super","Ghatkopar East","Mumbai","Furnished","Bachelors/Family",2,"Owner"
1,42000,600,5,24,"Super","Universal Neo Galaxy, Bhuleshwar","Mumbai","Semi-Furnished","Bachelors/Family",1,"Owner"
2,19500,905,16,32,"Carpet","Navi Mumbai-Khargar-Panvel","Mumbai","Semi-Furnished","Bachelors/Family",2,"Owner"
3,90000,1500,6,10,"Carpet","Walkeshwar","Mumbai","Furnished","Bachelors/Family",3,"Agent"
1,60000,455,18,22,"Carpet","Sugee Sadan, Dadar West","Mumbai","Unfurnished","Bachelors/Family",1,"Agent"
2,55000,850,3,3,"Carpet","Mahim West","Mumbai","Semi-Furnished","Bachelors",2,"Agent"
3,40000,1100,21,22,"Super","Hudco Living Point, Bhandup West","Mumbai","Unfurnished","Family",2,"Owner"
1,40000,430,4,8,"Carpet","Sion East, Sion","Mumbai","Unfurnished","Bachelors/Family",2,"Agent"
2,36000,650,10,12,"Carpet","Keshav Srishti, Bhandup West","Mumbai","Semi-Furnished","Bachelors/Family",2,"Agent"
2,45000,795,7,13,"Carpet","Runwal Elina, Andheri East","Mumbai","Unfurnished","Bachelors/Family",2,"Agent"
2,100000,800,9,12,"Carpet","Bandra West","Mumbai","Furnished","Bachelors/Family",2,"Agent"
1,42000,700,15,32,"Super","Llyod Estate, Wadala","Mumbai","Furnished","Bachelors/Family",1,"Agent"
1,45000,450,5,7,"Carpet","Lokhandwala Complex","Mumbai","Furnished","Family",2,"Agent"
2,40000,575,4,7,"Carpet","Sunglow, Chandivali","Mumbai","Semi-Furnished","Bachelors/Family",2,"Agent"
2,50000,650,0,3,"Carpet","Mahim West","Mumbai","Furnished","Bachelors",3,"Agent"
1,11000,200,4,4,"Super","Parle Colony","Mumbai","Furnished","Bachelors/Family",1,"Owner"
2,50000,1200,2,4,"Super","Andheri East","Mumbai","Semi-Furnished","Bachelors/Family",2,"Owner"
1,34000,656,16,23,"Super","Chembur","Mumbai","Unfurnished","Bachelors/Family",2,"Owner"
3,93000,1600,18,27,"Carpet","Godrej Platinum, Vikhroli East","Mumbai","Semi-Furnished","Family",3,"Agent"
3,69999,950,7,12,"Carpet","Chembur East","Mumbai","Unfurnished","Family",3,"Agent"
2,48000,719,14,20,"Carpet","Raheja Heights Phase 2, Gokuldham","Mumbai","Semi-Furnished","Family",2,"Agent"
3,55000,1100,15,16,"Carpet","Sakhi, Kandivali West","Mumbai","Unfurnished","Bachelors",3,"Agent"
4,1000000,3064,18,45,"Carpet","Raheja Artesia, Worli","Mumbai","Semi-Furnished","Family",4,"Agent"
2,40000,650,15,15,"Carpet","Rustomjee Regency, Gomant Nagar","Mumbai","Semi-Furnished","Bachelors/Family",2,"Agent"
3,130000,1450,9,10,"Carpet","Santacruz East","Mumbai","Semi-Furnished","Bachelors/Family",5,"Agent"
2,75000,720,6,14,"Carpet","Vikas Finalay Apartments, Parel","Mumbai","Semi-Furnished","Bachelors/Family",2,"Agent"
2,23000,670,1,20,"Super","Bhandup West","Mumbai","Semi-Furnished","Bachelors/Family",2,"Owner"
3,200000,1350,1,5,"Carpet","anjali","Mumbai","Furnished","Bachelors",3,"Agent"
3,55000,925,16,36,"Carpet","Runwal Greens, Mulund West","Mumbai","Unfurnished","Bachelors",2,"Agent"
4,80000,1450,30,44,"Carpet","Best Nagar Goregaon West","Mumbai","Unfurnished","Bachelors/Family",4,"Agent"
3,220000,1550,30,37,"Carpet","Hiranandani Gardens Torino, Hiranandani Gardens","Mumbai","Furnished","Bachelors/Family",3,"Agent"
1,40000,420,5,7,"Carpet","Chembur","Mumbai","Semi-Furnished","Family",2,"Agent"
2,35000,650,5,8,"Carpet","Riddhi Garden, Film City Road","Mumbai","Unfurnished","Bachelors/Family",2,"Agent"
2,33003,700,3,7,"Carpet","Dahisar West","Mumbai","Furnished","Family",2,"Agent"
5,450000,3400,2,5,"Carpet","Bandra West","Mumbai","Semi-Furnished","Bachelors/Family",5,"Agent"
2,65000,935,2,4,"Super","in Matunga West","Mumbai","Semi-Furnished","Bachelors/Family",2,"Owner"
2,45000,980,0,5,"Carpet","Aditi Apartment, Andheri West","Mumbai","Semi-Furnished","Bachelors/Family",2,"Owner"
4,280000,2800,2,9,"Carpet","JVPD Scheme","Mumbai","Furnished","Family",4,"Agent"
2,55000,700,4,6,"Carpet","Andheri West","Mumbai","Furnished","Bachelors",3,"Agent"
2,56000,720,12,22,"Carpet","Shapoorji Pallonji Vicinia, Chandivali","Mumbai","Semi-Furnished","Bachelors/Family",2,"Agent"
2,55000,750,1,7,"Carpet","Santacruz East","Mumbai","Semi-Furnished","Bachelors",2,"Agent"
2,28000,700,4,12,"Carpet","Usha Nagar Society, Bhandup West","Mumbai","Furnished","Bachelors/Family",2,"Agent"
2,150000,1000,4,9,"Carpet","Smoky Hill Apartment, Bandra West","Mumbai","Semi-Furnished","Bachelors/Family",3,"Agent"
5,300000,3000,2,22,"Carpet","Chandivali","Mumbai","Furnished","Bachelors/Family",5,"Agent"
1,50000,413,5,6,"Carpet","Grant Road","Mumbai","Furnished","Bachelors/Family",1,"Owner"
4,180000,1755,6,18,"Carpet","Godrej The Trees, Vikhroli East","Mumbai","Semi-Furnished","Family",4,"Agent"
3,190000,1850,35,55,"Carpet","Crescent Bay Callisto, Parel","Mumbai","Semi-Furnished","Bachelors",4,"Agent"
2,8000,890,4,4,"Carpet","new panvel","Mumbai","Unfurnished","Bachelors/Family",2,"Owner"
3,75000,1200,5,12,"Carpet","Chembur","Mumbai","Semi-Furnished","Bachelors/Family",3,"Agent"
3,83000,1100,9,20,"Carpet","Raheja Vista, Powai","Mumbai","Furnished","Bachelors",3,"Agent"
1,32000,420,1,3,"Carpet","Chembur","Mumbai","Semi-Furnished","Family",2,"Agent"
2,39000,630,6,7,"Carpet","Yashodham Complex, Goregaon East","Mumbai","Unfurnished","Family",2,"Agent"
4,150000,1705,16,29,"Carpet","Adani Western Heights, Andheri West","Mumbai","Semi-Furnished","Family",3,"Agent"
3,190000,1300,1,7,"Carpet","Sunflower Apartment, Bandra West","Mumbai","Furnished","Bachelors",3,"Agent"
3,160000,1355,30,45,"Carpet","Oberoi Exquisite II, Film City Road","Mumbai","Furnished","Bachelors/Family",3,"Agent"
1,25000,450,5,7,"Carpet","Goregaon West","Mumbai","Semi-Furnished","Bachelors",2,"Agent"
3,90000,1350,5,12,"Carpet","Mahindra Vivante, Chakala","Mumbai","Unfurnished","Family",3,"Agent"
2,95000,825,17,22,"Carpet","lokhandwala residency, Worli","Mumbai","Furnished","Bachelors",2,"Agent"
1,30000,550,2,4,"Super","Jumbo Darshan , Andheri East","Mumbai","Semi-Furnished","Bachelors/Family",1,"Owner"
1,18500,430,5,7,"Carpet","Gokul Accord, Thakur Complex","Mumbai","Unfurnished","Family",1,"Agent"
1,18000,320,5,7,"Carpet","spring grove uno, Lokhandwala Twp","Mumbai","Furnished","Bachelors/Family",1,"Agent"
3,75000,1100,4,12,"Carpet","Chembur","Mumbai","Semi-Furnished","Bachelors/Family",3,"Agent"
4,150000,1460,11,13,"Carpet","Insignia, Bandra East","Mumbai","Semi-Furnished","Bachelors/Family",4,"Agent"
3,100000,1250,6,18,"Carpet","Panch Ritu, Chandivali","Mumbai","Furnished","Bachelors/Family",3,"Agent"
2,170000,1000,5,9,"Carpet","Breach Candy","Mumbai","Furnished","Bachelors/Family",3,"Agent"
2,45000,710,8,16,"Carpet","Saki Vihar Road","Mumbai","Unfurnished","Bachelors/Family",2,"Agent"
3,200000,1350,1,5,"Carpet","Anand niwas","Mumbai","Furnished","Bachelors",3,"Agent"
2,20000,400,3,3,"Carpet","Pant Nagar","Mumbai","Furnished","Bachelors/Family",1,"Owner"
3,85000,1000,16,25,"Carpet","DLH Orchid, Andheri West","Mumbai","Semi-Furnished","Bachelors/Family",4,"Agent"
3,130000,1500,7,12,"Carpet","Central Avenue Road","Mumbai","Unfurnished","Family",3,"Agent"
1,40000,500,3,6,"Super","7 Bungalow, Seven Bungalows","Mumbai","Semi-Furnished","Bachelors/Family",1,"Agent"
4,250000,2000,33,42,"Carpet","Imperial Heights, Goregaon West","Mumbai","Furnished","Bachelors",4,"Agent"
1,15000,225,0,4,"Carpet","Shrikrupa Society","Mumbai","Unfurnished","Bachelors",1,"Owner"
2,40000,650,12,19,"Carpet","Mulund West","Mumbai","Furnished","Bachelors/Family",2,"Agent"
2,48000,670,4,16,"Carpet","Velentine Tower, Goregaon East","Mumbai","Semi-Furnished","Family",2,"Owner"
2,15000,610,0,6,"Carpet","RNA Broadway Avenue, Mira Road","Mumbai","Semi-Furnished","Bachelors",1,"Owner"
1,28000,400,1,5,"Carpet","Chakala","Mumbai","Furnished","Bachelors/Family",2,"Agent"
1,25000,340,13,23,"Carpet","Mahalaxmi CHS, Worli","Mumbai","Unfurnished","Bachelors/Family",1,"Agent"
2,34000,471,9,38,"Carpet","Runwal Forests, Kanjurmarg West","Mumbai","Semi-Furnished","Bachelors",2,"Agent"
1,75000,550,6,8,"Carpet","Carter Road","Mumbai","Furnished","Bachelors/Family",2,"Agent"
2,45000,630,8,13,"Carpet","Crescent Solitaire, Sakinaka Junction","Mumbai","Semi-Furnished","Bachelors/Family",1,"Agent"
1,35000,500,1,8,"Super","Ghatkopar West","Mumbai","Semi-Furnished","Bachelors/Family",2,"Owner"
1,32000,400,3,7,"Carpet","Trans Residency, Andheri East","Mumbai","Furnished","Bachelors/Family",1,"Agent"
2,17000,1000,3,7,"Super","holy complex ,Mira Road, Mumbai","Mumbai","Unfurnished","Bachelors/Family",2,"Owner"
4,230000,1528,65,76,"Carpet","Lodha Marquise, Worli","Mumbai","Unfurnished","Family",4,"Agent"
2,35000,650,5,7,"Carpet","Thakur Village, Kandivali East","Mumbai","Semi-Furnished","Bachelors/Family",2,"Agent"
1,8500,500,6,7,"Carpet","Thane-Kalyan-Dombivli","Mumbai","Unfurnished","Bachelors",1,"Owner"
3,80000,850,19,30,"Carpet","Oberoi Splendor, Agarkar Chowk","Mumbai","Semi-Furnished","Bachelors/Family",2,"Agent"
1,55000,550,13,14,"Carpet","Paschim Apartments, Prabhadevi","Mumbai","Semi-Furnished","Bachelors",1,"Agent"
1,25000,430,7,21,"Carpet","Godrej Tranquil, Kandivali East","Mumbai","Unfurnished","Family",2,"Agent"
3,40000,1030,10,14,"Carpet","Bhairav Residency, Mira Road","Mumbai","Furnished","Family",3,"Agent"
1,15500,250,11,24,"Carpet","MHADA Century Mill, Prabhadevi","Mumbai","Unfurnished","Bachelors/Family",1,"Agent"
1,45000,500,9,16,"Carpet","Mahim","Mumbai","Unfurnished","Bachelors",2,"Agent"
4,180000,1750,9,31,"Carpet","Andheri West","Mumbai","Semi-Furnished","Bachelors",4,"Agent"
2,51000,985,7,15,"Carpet","Chembur Heights, Sindhi Society Chembur","Mumbai","Unfurnished","Bachelors/Family",2,"Agent"
3,60000,1050,12,13,"Carpet","Veena Signature, Borivali West","Mumbai","Unfurnished","Bachelors",3,"Agent"
2,36000,700,4,15,"Carpet","Borivali East","Mumbai","Unfurnished","Bachelors/Family",2,"Agent"
3,180000,1200,10,12,"Carpet","Bandra West","Mumbai","Semi-Furnished","Bachelors/Family",3,"Agent"
3,75000,1000,6,12,"Carpet","Chembur","Mumbai","Furnished","Bachelors/Family",3,"Agent"
2,8000,550,3,9,"Carpet","Nakoda Heights, Nalasopara","Mumbai","Unfurnished","Family",2,"Agent"
3,50000,806,2,4,"Super","Wadala","Mumbai","Semi-Furnished","Bachelors/Family",2,"Owner"
3,100000,1400,22,30,"Carpet","Hiranandani Verona Co op Housing Society Ltd, Powai","Mumbai","Furnished","Bachelors/Family",3,"Agent"
1,16500,470,11,14,"Carpet","Kanungos Garden City, Mira Road East","Mumbai","Semi-Furnished","Family",2,"Agent"
1,4500,475,3,4,"Super","Nalasopara West","Mumbai","Unfurnished","Bachelors/Family",1,"Owner"
2,34000,583,10,23,"Carpet","Oasis, Akurli Nagar","Mumbai","Unfurnished","Family",2,"Agent"
2,32000,475,8,12,"Carpet","Goregaon West","Mumbai","Unfurnished","Bachelors",2,"Agent"
2,50000,900,1,8,"Carpet","Yashodham","Mumbai","Furnished","Family",2,"Agent"
1,24000,500,3,7,"Carpet","Dattani Park","Mumbai","Semi-Furnished","Bachelors/Family",1,"Owner"
2,62000,806,3,58,"Carpet","Auris Serenity, Malad West","Mumbai","Unfurnished","Bachelors/Family",3,"Agent"
1,100000,400,9,10,"Carpet","Violette Valley, Bandra West","Mumbai","Furnished","Bachelors/Family",1,"Agent"
1,21000,650,6,10,"Super","Bhandup West","Mumbai","Semi-Furnished","Bachelors/Family",2,"Owner"
1,27000,550,4,15,"Super","Raj Hill, Borivali East","Mumbai","Semi-Furnished","Bachelors/Family",2,"Owner"
1,10000,390,3,4,"Carpet","Mira Road East","Mumbai","Unfurnished","Bachelors/Family",1,"Agent"
2,90000,994,2,2,"Carpet","Ajmera Treon, Bhakti Park","Mumbai","Semi-Furnished","Bachelors/Family",2,"Agent"
1,8000,520,6,8,"Super","Virar West","Mumbai","Semi-Furnished","Bachelors/Family",2,"Owner"
1,75000,575,1,9,"Carpet","Malabar Hill","Mumbai","Semi-Furnished","Family",1,"Agent"
3,230000,2750,53,60,"Carpet","Lodha World Crest, Lower Parel","Mumbai","Unfurnished","Bachelors/Family",3,"Agent"
1,15000,470,5,22,"Carpet","Man Opus, Mira Road East","Mumbai","Semi-Furnished","Family",2,"Agent"
4,260000,2500,3,7,"Carpet","Khar West","Mumbai","Semi-Furnished","Bachelors/Family",4,"Agent"
3,62000,1100,15,22,"Carpet","Lake Homes, Powai","Mumbai","Semi-Furnished","Family",3,"Agent"
1,43500,480,6,7,"Carpet","Yari Road","Mumbai","Furnished","Bachelors/Family",2,"Agent"
2,62000,750,12,16,"Carpet","Cosmopolis Tower, Andheri West","Mumbai","Unfurnished","Bachelors/Family",2,"Agent"
4,400000,2424,5,14,"Carpet","Rustomjee Elements, Andheri West","Mumbai","Semi-Furnished","Bachelors/Family",5,"Agent"
2,77500,724,19,21,"Carpet","Sethia Grandeur, Bandra East","Mumbai","Semi-Furnished","Bachelors",2,"Agent"
1,30000,600,5,5,"Carpet","Mulund Railway Station","Mumbai","Furnished","Bachelors/Family",1,"Owner"
3,110000,1076,9,40,"Carpet","Lodha New Cuffe Parade, Wadala East","Mumbai","Semi-Furnished","Bachelors/Family",2,"Agent"
1,20000,800,3,4,"Super","in Byculla","Mumbai","Unfurnished","Bachelors/Family",2,"Owner"
3,150000,1300,6,7,"Carpet","Seven Bungalows","Mumbai","Semi-Furnished","Bachelors/Family",3,"Agent"
1,55000,500,1,7,"Carpet","Bandra West","Mumbai","Unfurnished","Bachelors/Family",2,"Agent"
2,70000,700,0,8,"Carpet","Santacruz West","Mumbai","Semi-Furnished","Bachelors",2,"Agent"
2,65000,700,4,9,"Carpet","Kamla Nagar","Mumbai","Furnished","Bachelors",2,"Agent"
3,310000,2170,44,75,"Carpet","Omkar 1973, Worli","Mumbai","Semi-Furnished","Bachelors/Family",4,"Agent"
1,18000,225,18,24,"Carpet","Worli","Mumbai","Unfurnished","Bachelors",2,"Agent"
1,48000,485,8,17,"Carpet","Kanakia Sevens, Andheri East","Mumbai","Furnished","Bachelors/Family",2,"Agent"
